10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3
73,70,79,70,70,78,73,54,62,70,56,59,78,53,60,90.0,51.0,86.0,35,27
70,68,77,67,58,70,75,63,71,72,62,69,78,62,74,82.0,54.0,90.0,49,37
64,58,68,67,55,65,64,54,55,65,58,61,68,57,64,87.0,58.0,79.0,43,34
81,63,78,78,60,66,75,50,68,72,67,63,82,58,72,86.0,58.0,93.0,53,51
31,28,37,33,28,31,35,27,32,37,33,45,75,39,51,26.0,58.0,82.0,19,23
70,69,86,68,73,82,77,64,74,78,73,76,80,75,81,71.0,78.0,96.0,50,47
84,87,87,84,81,82,81,73,75,79,90,73,91,82,77,87.0,77.0,94.0,52,37
84,81,92,85,78,88,81,74,84,85,81,78,79,81,79,81.0,81.0,90.0,50,49
65,81,75,69,87,73,67,79,72,75,80,76,77,86,78,80.0,81.0,87.0,50,47
86,92,83,81,83,77,84,83,81,86,89,77,84,89,77,90.0,85.0,96.0,53,49
87,77,88,86,73,80,83,70,75,85,76,78,81,84,82,99.0,84.0,94.0,56,52
82,83,76,78,74,71,80,84,80,84,84,75,78,87,74,91.0,93.0,87.0,54,39
86,89,87,94,94,84,90,98,81,90,93,72,72,97,84,88.0,96.0,91.0,53,39
74,64,80,64,57,71,68,62,77,65,66,70,75,47,68,65.0,41.0,58.0,45,47
67,73,78,64,60,62,80,66,79,77,64,74,71,51,65,91.0,48.0,77.0,47,33
77,72,74,76,61,65,72,58,66,82,66,54,72,55,46,92.0,52.0,70.0,41,42
77,66,81,81,61,72,80,65,74,78,70,66,64,68,58,88.0,52.0,67.0,43,30
69,66,62,67,54,57,70,68,71,55,64,59,0,62,41,88.0,53.0,61.0,37,35
67,60,69,64,59,61,63,59,64,67,66,64,79,57,55,87.0,54.0,85.0,45,44
88,68,74,81,61,63,87,63,69,81,68,68,70,60,53,91.0,56.0,62.0,48,35
74,74,93,71,74,88,57,71,79,49,69,82,76,64,74,60.0,62.0,86.0,45,45
74,81,80,78,71,77,70,73,72,60,79,64,67,52,67,74.0,63.0,84.0,39,40
61,80,73,62,66,65,58,63,71,61,73,61,94,69,66,74.0,67.0,88.0,44,32
87,76,82,82,72,76,76,58,79,80,72,83,93,63,71,90.0,67.0,92.0,53,53
54,63,69,43,54,53,31,59,48,33,65,48,80,59,50,61.0,70.0,92.0,39,31
55,93,66,53,78,45,48,76,69,52,76,62,72,58,53,60.0,69.0,41.0,38,28
67,73,75,66,75,75,69,69,72,74,75,73,77,74,67,92.0,72.0,92.0,48,35
72,82,73,71,69,75,81,70,75,72,63,71,76,67,70,67.0,73.0,83.0,44,32
74,82,81,78,74,63,69,66,75,73,72,69,87,73,66,71.0,76.0,85.0,46,35
88,71,87,81,77,82,84,71,75,85,70,69,79,71,73,84.0,75.0,83.0,45,33
71,69,79,68,58,69,68,53,76,70,57,69,79,74,66,70.0,79.0,91.0,49,36
75,83,76,81,75,73,85,77,76,86,77,76,90,78,71,87.0,84.0,84.0,53,39
84,90,77,81,82,75,70,85,69,77,80,75,74,87,66,79.0,84.0,81.0,51,47
77,78,74,78,72,65,71,69,65,74,71,75,93,73,67,75.0,87.0,86.0,47,45
77,96,80,82,85,80,89,82,84,87,93,83,87,86,79,84.0,84.0,84.0,46,44
83,82,81,81,69,81,86,72,75,84,82,72,84,82,70,90.0,87.0,87.0,58,44
88,82,86,84,82,85,76,79,85,73,83,81,92,80,74,84.0,85.0,79.0,45,41
70,83,88,73,66,71,61,75,74,66,82,68,93,91,81,86.0,89.0,96.0,50,50
92,91,88,83,84,86,90,78,82,91,90,77,86,83,74,90.0,89.0,87.0,55,54
71,86,70,64,72,61,75,79,60,65,77,57,76,89,61,76.0,89.0,75.0,46,33
93,90,89,90,93,85,90,85,84,91,91,88,80,94,87,91.0,93.0,92.0,58,43
52,72,76,49,55,73,53,40,70,49,47,64,79,52,59,71.0,62.0,85.0,29,27
44,71,68,41,62,65,37,39,75,38,41,65,69,38,72,70.0,33.0,83.0,36,37
67,52,71,68,61,77,76,49,72,78,61,74,68,54,73,82.0,47.0,82.0,47,46
44,61,70,49,62,66,50,60,59,62,65,61,86,57,65,67.0,51.0,77.0,33,32
71,63,64,65,61,63,63,61,67,69,61,68,63,70,59,49.0,62.0,83.0,36,36
71,59,80,71,57,72,75,58,66,76,61,64,88,61,63,86.0,67.0,82.0,34,34
74,74,74,71,69,75,72,73,77,72,73,72,76,70,72,73.0,67.0,84.0,51,37
61,50,70,68,58,71,61,54,64,62,66,55,78,62,70,74.0,68.0,90.0,40,42
70,88,78,65,69,63,52,77,76,52,69,77,83,66,68,71.0,67.0,77.0,43,42
75,65,61,72,49,54,65,65,74,69,63,65,79,62,67,79.0,68.0,82.0,49,43
80,77,81,71,65,76,62,68,78,63,64,69,100,65,75,85.0,69.0,90.0,49,46
86,65,80,77,69,68,80,53,71,78,61,68,86,67,76,90.0,67.0,87.0,49,48
87,80,83,82,63,82,84,64,74,82,68,81,82,68,71,80.0,70.0,84.0,49,38
75,62,87,78,75,82,75,73,74,75,75,72,80,71,68,76.0,72.0,87.0,44,32
51,59,74,52,63,71,37,52,62,47,52,77,92,61,68,72.0,70.0,92.0,39,28
80,79,82,82,75,61,84,72,77,82,79,73,85,68,71,80.0,70.0,86.0,49,47
63,73,70,66,65,59,66,56,62,64,67,52,68,65,59,82.0,72.0,85.0,47,35
74,66,78,61,59,67,55,46,59,51,49,51,62,61,60,72.0,58.0,14.0,36,37
60,70,67,61,71,53,74,64,60,0,0,0,1,2,0,72.0,59.0,0.0,50,37
53,59,70,55,58,67,52,50,70,48,53,70,78,69,64,74.0,61.0,44.0,45,43
72,74,80,61,79,69,61,63,68,66,67,70,70,77,68,77.0,59.0,72.0,47,45
85,59,66,81,50,56,80,64,64,79,64,60,98,70,45,86.0,62.0,47.0,43,37
71,65,75,67,65,67,64,60,73,61,61,65,100,65,77,79.0,62.0,36.0,38,37
55,51,71,61,56,71,66,61,61,68,66,59,61,66,44,75.0,65.0,28.0,40,28
58,63,68,62,59,68,63,50,75,73,57,78,5,0,1,51.0,61.0,1.0,35,28
68,71,77,74,62,73,51,63,63,64,64,58,72,70,55,63.0,65.0,1.0,40,30
67,74,72,68,59,61,68,72,68,60,81,59,87,68,50,78.0,68.0,9.0,47,34
62,65,79,61,61,68,66,62,76,69,64,74,95,71,70,71.0,70.0,68.0,39,41
61,79,75,63,69,69,57,66,76,64,66,76,90,76,75,75.0,71.0,73.0,48,45
62,75,78,68,74,73,71,59,67,77,60,72,80,76,65,80.0,73.0,61.0,46,33
74,66,79,74,68,72,66,68,77,68,61,69,69,74,60,73.0,72.0,20.0,39,29
65,69,74,71,75,72,67,67,71,67,67,61,75,75,62,64.0,74.0,25.0,42,41
71,85,75,66,64,62,73,71,66,69,71,60,78,74,75,85.0,71.0,61.0,51,49
20,54,62,28,55,57,26,53,60,30,62,60,64,69,51,53.0,76.0,59.0,24,26
57,67,69,67,61,61,84,69,62,86,74,59,64,72,57,84.0,75.0,49.0,43,31
73,72,78,80,71,73,71,65,72,71,74,77,67,76,69,83.0,77.0,44.0,52,38
83,76,79,82,71,76,69,70,72,72,82,75,89,73,69,80.0,73.0,84.0,51,47
84,60,79,79,61,70,73,69,75,69,75,76,79,85,69,79.0,77.0,80.0,48,45
79,90,76,82,89,67,81,90,67,85,89,65,77,92,60,93.0,79.0,66.0,53,40
73,84,87,68,78,79,78,69,73,84,75,74,75,80,74,78.0,81.0,90.0,47,44
75,71,81,78,69,84,63,79,75,72,77,68,85,88,77,86.0,80.0,76.0,49,48
77,82,83,81,82,82,78,70,78,84,81,78,74,79,78,84.0,84.0,44.0,49,46
73,76,82,77,76,79,78,82,75,75,83,76,94,85,77,88.0,84.0,91.0,54,39
95,87,81,94,71,82,88,68,83,92,82,79,78,88,77,92.0,84.0,49.0,52,39
73,78,75,69,80,74,70,73,73,73,78,69,76,90,70,81.0,86.0,49.0,51,38
76,68,77,69,58,64,78,71,75,78,73,69,65,85,68,87.0,85.0,47.0,51,38
75,77,82,77,63,78,72,69,74,79,76,72,84,86,76,92.0,89.0,88.0,47,46
77,75,88,81,72,85,84,82,84,87,85,78,81,89,78,81.0,92.0,91.0,51,51
85,74,91,89,73,92,89,73,85,90,78,82,86,89,79,86.0,91.0,82.0,53,54
84,93,87,82,95,83,80,81,74,84,89,75,62,94,64,88.0,96.0,81.0,55,49
58,55,77,59,66,77,43,43,64,29,40,67,1,0,58,69.0,28.0,39.0,35,36
56,60,69,55,58,51,62,49,70,61,53,63,79,55,68,74.0,48.0,84.0,41,30
61,62,70,63,55,58,64,56,70,62,55,65,25,50,60,78.0,53.0,75.0,37,38
68,64,85,64,68,80,64,61,77,61,75,71,78,76,75,82.0,56.0,85.0,49,48
63,66,72,63,66,71,62,72,67,59,78,69,92,72,80,85.0,80.0,96.0,45,43
64,83,77,74,84,83,71,71,80,76,81,79,84,71,86,86.0,78.0,91.0,46,49
59,65,76,56,68,78,65,68,79,65,74,76,79,77,77,86.0,79.0,93.0,42,44
61,78,74,68,75,74,65,66,79,74,71,77,83,74,82,92.0,81.0,95.0,50,50
83,92,86,88,85,85,95,90,80,92,88,83,96,88,83,97.0,87.0,95.0,57,54
92,84,91,89,84,82,95,86,82,92,82,84,91,90,87,97.0,87.0,93.0,55,55
79,86,86,81,93,90,84,78,85,87,86,84,86,92,85,98.0,92.0,94.0,53,52
94,84,92,97,83,91,94,88,92,90,90,86,86,92,96,96.0,97.0,93.0,57,56
76,48,78,72,40,66,69,51,75,76,55,78,86,46,77,1.0,0.0,0.0,41,44
76,65,80,64,49,62,58,42,74,53,61,60,70,41,71,2.0,32.0,75.0,34,27
55,47,62,53,53,46,44,37,66,50,49,63,66,45,58,73.0,38.0,74.0,33,24
55,49,72,54,52,69,46,35,62,45,41,56,76,33,57,64.0,39.0,70.0,32,31
73,62,75,72,52,82,62,58,70,58,60,71,75,46,75,68.0,40.0,70.0,38,40
72,61,84,81,64,76,74,61,80,69,61,77,95,59,70,81.0,41.0,74.0,44,42
53,55,66,54,56,63,62,65,71,57,66,74,58,46,66,59.0,43.0,76.0,36,27
72,56,70,65,60,70,68,46,61,64,61,56,87,43,74,91.0,44.0,87.0,40,37
61,58,64,63,49,60,61,51,70,67,57,74,77,59,68,65.0,48.0,81.0,46,42
65,61,72,72,59,73,67,62,75,62,63,72,80,44,66,78.0,48.0,79.0,43,42
58,60,56,56,52,53,59,63,59,69,70,63,67,58,70,1.0,50.0,76.0,46,43
87,68,84,83,60,80,83,54,76,80,65,69,69,58,69,87.0,51.0,80.0,44,33
45,68,75,48,64,74,30,56,72,30,63,73,71,61,74,62.0,58.0,78.0,43,41
60,72,72,60,75,59,53,63,59,52,73,62,79,62,65,67.0,61.0,89.0,43,32
67,59,75,69,55,74,71,59,76,66,75,75,62,58,72,85.0,62.0,89.0,45,34
75,85,80,69,78,77,71,68,79,72,71,76,81,71,79,79.0,59.0,80.0,51,48
75,71,85,70,83,78,72,65,70,71,69,64,78,59,72,75.0,58.0,70.0,40,41
33,44,59,42,44,55,41,36,50,39,42,43,67,28,50,58.0,31.0,86.0,25,28
51,60,73,58,61,72,52,55,69,60,58,69,79,39,72,75.0,40.0,89.0,34,24
89,70,82,88,65,82,82,60,80,84,62,75,68,46,79,95.0,47.0,95.0,47,48
70,61,82,69,62,66,62,59,69,72,68,67,86,52,71,91.0,59.0,90.0,45,45
55,61,54,57,42,59,57,41,75,50,52,79,77,58,66,68.0,58.0,84.0,38,39
56,54,65,56,62,61,68,56,68,61,69,61,82,58,76,84.0,62.0,88.0,31,32
60,65,67,70,69,62,67,69,62,66,74,60,87,72,71,90.0,59.0,90.0,47,44
64,66,65,60,54,51,62,54,59,60,61,54,76,64,70,83.0,61.0,92.0,39,38
67,62,75,70,61,71,60,70,75,56,74,67,77,51,73,78.0,59.0,93.0,39,35
71,75,86,69,65,81,65,68,74,66,71,71,79,52,82,84.0,59.0,96.0,46,47
70,60,80,70,63,75,63,54,80,71,59,77,83,63,82,93.0,59.0,96.0,50,45
71,81,76,76,78,69,81,72,72,78,74,72,87,73,78,94.0,61.0,92.0,51,51
75,63,77,69,65,71,61,60,68,72,63,74,88,61,81,84.0,60.0,96.0,45,44
81,78,87,73,74,87,87,68,89,85,72,84,91,58,86,92.0,59.0,96.0,45,46
88,71,89,83,65,84,83,77,83,87,80,81,88,71,83,95.0,61.0,96.0,41,43
63,60,67,66,58,68,73,74,64,65,78,68,71,63,72,94.0,63.0,93.0,49,46
60,81,74,68,72,67,66,75,70,65,78,72,68,72,77,77.0,63.0,93.0,50,37
86,88,75,79,89,65,74,74,79,0,1,0,72,79,73,87.0,67.0,96.0,55,40
69,67,80,68,62,67,68,74,82,65,69,71,99,74,79,91.0,65.0,94.0,50,38
75,75,78,68,66,75,71,75,79,74,77,78,77,73,76,90.0,68.0,93.0,49,48
71,83,85,70,67,74,73,81,77,73,73,69,83,72,86,93.0,70.0,91.0,48,47
85,63,83,83,73,73,80,69,72,80,69,74,74,69,78,90.0,69.0,95.0,47,43
89,76,83,86,77,81,93,81,75,93,85,69,87,76,84,96.0,72.0,93.0,56,54
78,72,85,76,70,83,82,72,82,84,79,83,79,73,88,92.0,71.0,95.0,53,54
66,71,80,74,73,76,66,74,76,63,79,74,79,67,76,77.0,71.0,95.0,42,42
78,86,76,69,72,64,71,77,73,73,79,66,87,77,81,90.0,75.0,95.0,50,48
68,81,75,72,75,71,77,79,80,86,82,78,87,82,77,96.0,76.0,95.0,57,56
76,74,82,74,63,81,70,68,81,76,66,78,83,72,83,89.0,78.0,97.0,45,44
79,85,86,86,84,87,82,77,82,82,82,77,91,79,82,91.0,80.0,96.0,49,47
56,69,65,58,79,61,60,64,72,64,62,73,79,68,68,76.0,56.0,50.0,48,48
67,50,68,69,46,62,80,56,64,71,61,59,73,73,67,79.0,57.0,65.0,40,30
93,99,79,93,99,75,93,93,80,94,99,83,39,97,80,97.0,99.0,44.0,59,44
86,71,56,87,58,59,87,68,70,85,66,71,68,58,52,99.0,62.0,64.0,51,38
55,70,79,49,64,68,51,61,71,52,62,67,75,51,67,63.0,64.0,77.0,40,39
68,61,69,71,61,71,68,60,67,69,68,68,70,71,65,87.0,67.0,0.0,47,34
83,73,77,87,65,79,92,76,84,89,72,84,60,77,70,96.0,66.0,79.0,51,37
85,78,83,82,66,77,80,74,78,76,72,71,81,76,77,78.0,68.0,87.0,49,37
86,81,85,79,77,82,84,68,77,86,71,70,90,72,74,90.0,71.0,85.0,47,46
64,66,75,65,64,74,64,62,73,68,77,73,87,70,79,92.0,72.0,89.0,45,44
73,81,81,79,74,77,75,80,84,73,79,74,90,87,75,97.0,68.0,80.0,54,52
58,61,71,55,62,72,63,52,73,60,65,73,73,69,72,76.0,72.0,87.0,45,32
78,80,73,72,79,76,82,70,74,85,74,75,73,77,69,98.0,71.0,62.0,51,48
83,64,83,83,62,85,87,70,79,82,64,75,2,77,76,99.0,73.0,69.0,54,52
61,63,80,61,63,76,58,50,65,60,63,65,84,68,66,92.0,76.0,26.0,45,44
77,76,77,72,61,69,80,74,73,77,78,67,73,84,72,95.0,74.0,78.0,51,37
86,88,88,88,68,85,83,83,79,83,73,78,96,81,78,94.0,76.0,89.0,51,51
75,75,82,71,66,81,75,68,70,75,71,71,59,63,74,67.0,58.0,71.0,48,47
83,77,72,78,60,59,89,83,80,84,78,53,69,58,40,71.0,59.0,0.0,57,42
79,69,87,78,65,79,65,67,71,71,72,77,83,70,73,87.0,62.0,86.0,46,45
84,69,86,81,71,76,69,51,74,66,68,74,89,64,71,88.0,60.0,74.0,37,36
90,84,91,85,84,87,81,78,80,80,87,79,71,72,75,87.0,61.0,88.0,56,55
69,67,86,69,67,86,69,62,81,78,68,81,87,61,78,81.0,61.0,90.0,46,46
74,84,86,70,74,81,73,68,75,68,79,66,84,68,76,86.0,61.0,89.0,50,48
69,55,79,81,65,75,86,59,76,85,63,80,71,63,77,90.0,62.0,89.0,49,48
75,91,81,76,79,77,73,81,69,69,88,62,66,83,71,78.0,65.0,79.0,48,46
74,78,70,73,77,73,68,72,76,69,63,71,85,71,78,93.0,67.0,88.0,45,44
82,84,78,78,72,77,79,71,72,80,75,78,89,77,72,94.0,65.0,76.0,52,48
75,76,81,77,78,66,76,83,73,71,79,61,73,77,77,94.0,66.0,83.0,46,46
67,76,76,60,66,68,47,74,70,60,68,69,71,63,67,67.0,69.0,72.0,40,42
84,79,81,74,76,76,88,69,76,86,73,75,78,78,77,1.0,72.0,76.0,55,41
65,74,77,70,73,67,53,65,65,58,65,63,96,62,73,83.0,71.0,85.0,45,44
71,69,80,79,75,82,76,69,83,73,77,81,79,77,80,91.0,72.0,72.0,53,53
86,89,89,81,86,88,86,82,79,79,81,78,87,83,84,94.0,73.0,79.0,55,55
90,86,88,89,82,86,85,89,87,79,81,81,83,76,83,92.0,77.0,91.0,58,57
75,65,70,71,67,67,79,77,71,78,80,75,85,76,75,88.0,77.0,86.0,56,42
92,82,85,90,81,88,91,82,79,90,76,83,79,83,82,95.0,80.0,88.0,55,53
75,95,82,70,86,71,81,85,71,90,83,67,79,93,78,99.0,83.0,88.0,58,43
75,73,78,77,77,82,80,80,79,83,87,76,76,79,75,62.0,85.0,70.0,48,36
74,83,79,76,71,79,86,82,75,91,74,70,91,80,80,94.0,92.0,83.0,54,50
53,48,47,55,25,53,58,59,62,66,62,50,74,61,3,1.0,2.0,0.0,35,26
75,46,74,63,50,74,62,44,60,47,42,0,0,46,1,2.0,1.0,0.0,32,34
55,42,77,57,43,70,47,37,65,47,39,47,73,52,59,78.0,51.0,79.0,29,34
85,80,85,77,70,84,78,60,83,76,72,79,86,70,71,89.0,54.0,65.0,43,48
88,75,81,88,59,76,86,59,76,78,64,72,78,62,78,94.0,66.0,84.0,46,47
91,71,75,96,77,77,91,71,76,88,68,73,86,71,72,86.0,67.0,84.0,50,37
90,70,83,87,72,79,86,63,78,87,68,72,81,62,77,91.0,67.0,95.0,45,45
94,85,90,89,78,89,95,71,85,92,88,89,88,88,83,90.0,70.0,98.0,56,56
83,64,76,81,62,74,81,58,77,81,66,74,76,63,71,94.0,72.0,88.0,45,35
84,79,84,86,71,84,82,70,75,86,78,76,80,78,75,87.0,71.0,92.0,53,39
93,74,76,90,65,68,91,68,67,91,63,59,84,62,63,94.0,72.0,87.0,47,46
94,77,76,86,78,76,92,70,73,86,70,75,88,72,77,89.0,74.0,84.0,54,48
87,60,69,78,53,72,75,51,69,75,64,72,67,70,65,92.0,79.0,82.0,47,35
93,82,82,91,68,77,92,71,79,89,74,67,87,76,73,93.0,80.0,88.0,47,35
89,85,84,93,77,83,87,73,79,90,87,80,89,90,77,90.0,81.0,78.0,52,38
91,94,85,91,84,86,91,91,86,89,92,83,86,96,87,93.0,87.0,82.0,59,58
82,79,71,91,79,78,91,85,76,87,86,72,86,92,61,100.0,90.0,94.0,54,39
95,85,86,92,84,80,90,78,83,94,93,76,95,85,84,99.0,89.0,97.0,54,40
89,82,84,87,75,85,93,80,80,92,83,77,85,86,74,93.0,90.0,86.0,54,40
91,74,80,94,75,81,91,84,80,92,81,76,90,91,77,94.0,90.0,90.0,56,53
97,80,87,94,81,84,95,74,90,89,86,88,90,86,86,99.0,95.0,97.0,51,52
91,81,87,95,82,88,96,90,83,93,96,85,92,94,83,91.0,94.0,80.0,58,54
94,91,89,95,92,95,97,93,92,97,95,91,93,99,92,96.0,96.0,91.0,59,44
88,68,80,85,62,77,83,48,71,74,51,66,72,46,69,88.0,61.0,98.0,37,40
66,55,74,51,44,70,61,56,72,56,54,63,81,31,62,35.0,23.0,83.0,36,35
2,0,1,1,1,1,56,64,80,50,60,72,86,49,70,67.0,39.0,87.0,42,41
80,66,83,81,62,82,85,64,76,88,74,68,64,63,66,93.0,50.0,77.0,45,46
64,53,79,61,43,80,42,59,76,39,45,73,62,45,69,65.0,52.0,84.0,32,34
69,61,71,73,61,52,64,50,77,74,76,66,74,61,72,81.0,51.0,83.0,44,33
82,67,84,80,65,78,75,59,78,79,60,68,67,54,79,87.0,53.0,85.0,50,48
78,62,82,70,65,75,63,65,68,60,62,61,76,56,65,84.0,55.0,91.0,45,41
65,57,62,59,59,56,62,68,48,57,67,46,82,61,63,56.0,53.0,80.0,38,26
64,66,77,62,69,70,60,67,71,62,67,71,78,55,77,82.0,60.0,93.0,45,45
65,65,89,64,60,78,66,58,76,60,72,73,98,60,69,85.0,59.0,75.0,44,45
77,76,75,78,64,71,74,61,71,76,67,73,80,58,69,91.0,59.0,86.0,48,42
85,62,79,80,65,78,77,73,76,78,63,76,79,60,69,90.0,61.0,86.0,47,47
84,70,79,88,73,78,92,66,75,91,71,76,77,64,75,93.0,58.0,84.0,51,49
59,65,70,53,61,64,56,59,68,53,62,73,68,53,68,77.0,59.0,82.0,43,43
66,67,83,61,58,79,70,60,85,74,74,88,99,64,75,91.0,58.0,86.0,48,47
66,66,76,63,60,75,53,45,72,59,64,69,81,61,64,89.0,60.0,86.0,44,42
74,74,78,76,61,69,67,54,70,62,69,62,58,50,70,83.0,59.0,83.0,39,39
77,79,82,76,78,70,76,74,75,73,83,73,90,68,68,78.0,62.0,80.0,46,34
74,73,75,77,62,75,71,61,70,70,70,65,78,69,69,82.0,61.0,77.0,49,46
85,77,71,80,71,71,82,74,67,69,76,72,74,72,77,89.0,62.0,74.0,51,38
64,51,68,66,47,59,51,43,71,65,49,74,61,54,73,75.0,60.0,76.0,39,40
80,61,89,76,60,81,66,60,80,77,66,84,89,58,77,86.0,63.0,82.0,43,42
80,80,82,79,67,72,76,66,74,74,69,75,83,59,70,95.0,64.0,83.0,48,48
79,74,83,75,71,77,77,67,82,75,67,85,66,65,73,86.0,61.0,86.0,52,50
79,58,82,78,60,79,82,56,81,81,63,83,93,49,81,97.0,64.0,91.0,47,51
84,74,74,85,59,77,79,67,79,87,78,83,67,74,77,96.0,66.0,82.0,52,48
67,62,74,67,68,74,61,52,73,75,73,77,87,65,66,89.0,64.0,87.0,44,42
68,74,81,66,68,74,73,61,75,81,70,71,60,63,74,79.0,68.0,85.0,49,44
79,83,80,68,84,71,59,73,75,61,76,73,58,64,66,77.0,64.0,78.0,42,40
74,62,79,77,63,81,79,74,83,77,72,75,79,72,78,94.0,65.0,83.0,49,50
70,78,74,79,74,70,68,75,73,72,84,68,76,87,72,81.0,77.0,71.0,45,44
79,71,80,78,63,77,85,64,72,92,75,71,94,80,72,97.0,75.0,1.0,48,46
71,70,79,69,65,78,65,62,68,71,62,71,88,79,79,84.0,76.0,2.0,43,42
77,79,82,80,70,76,74,65,74,77,78,73,79,79,59,90.0,79.0,45.0,48,36
89,78,80,85,59,80,88,69,73,90,76,74,70,74,72,92.0,78.0,72.0,50,50
69,57,71,72,59,73,86,68,73,79,70,77,68,76,74,89.0,78.0,46.0,48,34
81,65,82,89,70,83,94,68,78,94,67,79,66,72,84,88.0,78.0,88.0,48,44
80,78,85,82,80,87,89,81,85,92,84,80,80,90,82,95.0,79.0,88.0,55,52
91,88,91,90,80,89,91,81,83,93,89,83,90,92,83,97.0,79.0,92.0,55,52
80,64,74,65,50,68,94,75,74,84,87,67,95,87,75,100.0,79.0,74.0,55,53
60,66,75,59,62,71,64,66,71,68,66,72,84,62,73,90.0,68.0,85.0,49,49
75,76,85,81,82,80,81,74,76,83,70,80,85,86,79,88.0,68.0,80.0,54,53
83,72,90,86,78,88,92,69,86,91,72,89,102,76,82,97.0,68.0,90.0,51,49
86,81,83,88,77,81,84,76,77,86,80,73,81,75,74,96.0,70.0,85.0,50,48
67,70,84,68,69,74,72,62,75,68,65,68,69,54,66,92.0,82.0,83.0,41,40
77,89,82,83,85,81,82,79,70,87,83,75,83,81,71,93.0,80.0,76.0,51,38
71,83,86,87,81,80,66,73,82,79,90,84,78,82,74,89.0,85.0,84.0,53,50
48,58,76,48,56,66,34,52,49,31,49,53,75,42,58,60.0,58.0,83.0,35,33
70,58,76,68,36,70,59,48,65,67,59,69,99,56,62,85.0,60.0,84.0,35,35
87,75,83,85,77,75,85,70,76,89,72,73,24,81,78,97.0,80.0,85.0,54,54
85,94,83,87,93,83,86,90,85,89,93,78,78,91,81,94.0,84.0,89.0,56,53
84,96,84,85,86,80,87,83,82,84,86,82,77,90,75,93.0,87.0,44.0,54,49
91,79,83,89,76,77,95,78,80,97,78,76,88,88,60,2.0,89.0,1.0,57,42
87,83,93,82,83,86,83,70,86,87,79,83,79,93,78,96.0,90.0,58.0,56,41
79,69,81,72,70,83,74,55,67,80,70,65,80,82,77,100.0,94.0,68.0,51,50
85,89,84,89,88,86,94,78,80,95,88,80,89,87,85,100.0,96.0,89.0,58,55
95,91,87,99,92,87,92,93,86,92,96,85,89,99,90,102.0,100.0,87.0,59,44
91,64,77,85,58,82,86,40,75,76,60,74,74,52,74,88.0,47.0,90.0,42,43
87,66,82,76,64,80,86,53,75,82,79,74,80,78,72,87.0,55.0,92.0,52,49
84,68,80,83,61,77,83,61,78,80,71,79,77,65,79,87.0,58.0,84.0,47,45
85,70,76,88,65,77,89,68,77,84,72,75,78,73,71,92.0,61.0,86.0,48,36
88,76,87,79,63,88,71,66,85,78,76,75,66,65,78,78.0,58.0,79.0,49,50
84,58,77,82,59,78,81,61,76,81,66,72,77,60,72,89.0,61.0,89.0,47,36
83,63,81,79,59,81,92,52,81,84,68,80,82,59,82,97.0,59.0,91.0,54,51
91,75,79,81,65,72,73,50,67,84,62,64,88,60,72,92.0,59.0,94.0,45,34
94,82,87,98,73,87,96,69,84,94,74,77,88,78,81,91.0,60.0,96.0,52,54
94,59,85,90,72,81,87,64,82,84,69,81,84,66,84,91.0,63.0,84.0,51,49
29,42,60,32,43,54,33,31,53,41,30,50,26,33,56,38.0,0.0,2.0,15,23
56,51,66,47,43,53,61,41,59,1,1,1,1,1,0,1.0,1.0,1.0,29,41
32,43,71,29,44,62,41,48,55,41,65,65,74,41,66,60.0,26.0,87.0,20,32
57,47,74,56,39,50,53,63,70,63,67,70,77,67,72,86.0,25.0,62.0,34,41
77,76,82,76,64,74,76,66,84,66,71,83,70,65,78,74.0,31.0,84.0,40,47
59,49,69,54,28,64,50,52,65,46,62,59,81,30,66,59.0,34.0,82.0,18,30
68,59,74,60,51,77,49,60,68,50,52,67,85,47,66,61.0,34.0,62.0,19,33
56,35,74,57,42,75,61,60,74,58,70,70,75,65,79,74.0,42.0,90.0,32,40
63,62,82,62,60,62,59,47,80,59,48,79,62,50,82,59.0,41.0,75.0,19,33
75,49,83,74,49,81,68,62,80,62,74,78,87,51,71,75.0,45.0,84.0,20,35
60,58,85,58,58,75,54,44,72,54,45,71,84,50,70,72.0,61.0,86.0,37,41
64,64,78,53,44,74,40,46,64,40,42,63,75,44,68,60.0,58.0,59.0,28,33
76,49,73,69,46,64,69,44,77,70,48,80,77,38,78,80.0,59.0,82.0,39,46
78,61,80,73,60,77,65,58,75,59,45,74,97,59,69,76.0,62.0,85.0,23,35
80,45,82,79,47,74,70,54,76,71,69,77,85,70,77,88.0,61.0,85.0,32,45
57,68,67,51,48,61,40,47,68,36,24,63,78,43,52,15.0,27.0,2.0,17,25
59,44,65,52,48,60,49,39,62,48,62,65,86,55,64,66.0,38.0,85.0,29,36
65,64,70,77,61,77,63,55,74,73,62,80,89,72,88,76.0,42.0,60.0,41,48
63,70,61,63,61,62,62,65,60,54,61,56,78,72,50,72.0,41.0,91.0,33,39
76,59,81,67,51,78,62,62,77,64,61,78,70,64,80,75.0,40.0,89.0,33,45
60,51,71,61,47,70,66,49,71,65,54,72,77,64,73,87.0,49.0,84.0,38,46
