10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3,學校,入學管道
73,84,65,69,73,65,77,74,63,73,74,64,73,81,54,79,90,76,41,39,國立成功大學,考試分發
68,68,83,70,68,83,80,65,76,79,78,75,79,81,77,90,91,86,52,38,國立中山大學,個人申請
85,86,82,83,80,82,88,88,75,92,91,72,77,89,77,85,91,81,51,46,國立陽明交通大學,考試分發
86,90,81,84,81,79,81,82,73,85,75,70,83,92,62,97,94,88,51,49,國立臺灣大學,考試分發
87,82,82,85,78,78,87,81,78,87,88,73,81,85,82,92,92,94,55,55,國立清華大學,個人申請
80,73,82,75,71,65,66,62,72,69,58,75,71,62,62,75,43,50,50,47,國立成功大學,考試分發
52,60,77,50,59,69,44,53,67,50,50,64,77,51,68,71,44,77,34,36,輔仁大學,考試分發
70,52,78,64,51,76,55,59,78,54,62,75,102,52,71,74,42,60,41,42,國立台北大學,特教考試
63,48,77,63,42,61,53,56,77,46,64,75,80,49,68,74,50,76,37,38,淡江大學,考試分發
84,82,82,87,69,79,80,78,77,76,75,73,82,65,67,89,52,77,51,49,國立清華大學,個人申請
56,65,76,65,67,70,62,63,74,60,68,67,71,58,62,72,51,76,41,37,臺北市立大學,考試分發
69,67,79,64,65,74,61,52,80,54,63,75,69,48,73,81,53,80,42,30,國立嘉義大學,考試分發
77,68,75,81,65,77,70,66,73,70,70,79,77,66,69,83,54,62,51,48,國立成功大學,個人申請
63,59,85,66,60,78,63,64,70,62,64,72,71,60,69,79,61,85,41,28,高雄醫學大學,考試分發
65,63,71,61,58,50,67,47,55,73,63,53,72,59,61,84,58,84,47,35,國立臺北大學,個人申請
76,74,80,72,63,78,64,69,72,74,70,74,77,64,68,77,60,90,42,31,逢甲大學,個人申請
61,69,70,60,58,69,60,59,66,64,64,68,78,51,66,76,63,81,42,39,國立臺中教育大學,考試分發
69,80,80,67,65,78,71,63,72,73,83,72,81,84,73,90,65,91,50,36,國立陽明交通大學,個人申請
72,63,85,76,60,77,74,51,80,69,59,77,95,68,75,82,63,84,47,46,國立臺灣大學,個人申請
71,63,78,71,67,78,70,62,67,66,69,59,75,66,70,74,68,84,44,45,國立嘉義大學,考試分發
87,73,83,84,55,77,76,67,73,82,74,63,75,76,63,91,70,71,51,45,國立中正大學,個人申請
73,75,74,74,70,77,76,58,76,75,57,78,89,76,80,87,72,85,47,46,國立成功大學,考試分發
77,76,88,81,62,69,79,52,67,80,72,72,84,63,76,86,70,93,44,47,國立中央大學,考試分發
84,70,84,80,61,77,74,68,72,75,59,71,84,76,65,84,73,81,49,47,國立中正大學,考試分發
85,69,75,80,58,78,74,71,70,71,71,67,81,72,67,85,72,83,45,45,國立臺南大學,考試分發
64,64,79,69,67,70,78,78,75,81,81,73,69,78,71,88,72,86,52,46,國立成功大學,個人申請
70,74,80,73,65,71,60,73,75,69,82,75,77,82,75,85,74,90,51,51,國立臺灣大學,個人申請
81,73,79,82,69,78,82,67,76,84,75,63,94,84,72,84,73,89,48,36,國立中興大學,考試分發
67,72,83,67,69,72,68,74,75,70,72,73,74,75,70,81,77,81,51,50,國立成功大學,考試分發
71,86,78,74,82,65,75,78,70,73,79,65,80,98,63,77,76,0,51,38,國立清華大學,考試分發
77,81,84,75,83,79,74,85,80,74,85,77,77,88,70,81,82,74,53,39,國立成功大學,個人申請
81,73,84,84,76,79,81,66,80,79,76,81,80,84,73,92,88,88,47,35,國立臺北大學,考試分發
88,89,92,89,93,91,91,79,87,89,82,84,98,94,83,94,94,95,57,42,國立陽明交通大學,個人申請
91,86,94,92,90,90,90,83,94,94,89,91,99,99,88,95,98,98,58,43,國立成功大學,繁星推薦
57,64,68,56,55,63,49,60,56,47,60,54,52,60,44,49,47,66,28,21,-,-
60,61,68,58,50,38,66,47,62,72,72,67,81,67,57,71,56,72,41,43,國立高雄師範大學,考試分發
78,78,84,76,78,83,73,71,85,84,76,83,76,77,76,92,77,84,51,51,國立中央大學,個人申請
80,77,81,74,65,77,78,61,77,77,69,75,77,78,79,85,80,88,43,44,國立臺灣師範大學,考試分發
73,82,72,73,67,60,74,69,55,80,64,64,75,78,70,61,79,89,47,45,國立中山大學,考試分發
68,73,75,68,60,62,67,62,75,70,70,76,70,86,72,85,81,91,52,50,國立臺灣師範大學,考試分發
78,84,82,77,73,74,87,71,74,86,75,70,85,81,77,90,82,92,54,49,國立陽明交通大學,考試分發
80,81,79,81,72,78,88,77,71,84,81,73,72,78,74,95,83,84,46,43,國立中興大學,考試分發
82,86,84,88,89,76,79,83,71,73,76,54,82,88,77,95,84,72,53,52,國立臺灣大學,考試分發
62,74,69,64,69,64,56,76,74,68,78,70,68,78,67,88,83,82,48,42,國立中興大學,考試分發
74,81,82,79,76,75,78,68,79,79,74,78,72,80,72,92,87,95,47,48,國立成功大學,考試分發
92,86,85,91,78,86,83,77,86,83,81,87,92,88,88,94,87,97,57,56,國立臺灣大學,個人申請
67,79,79,72,86,75,70,78,78,76,83,73,78,90,75,84,93,82,48,45,國立中興大學,考試分發
59,82,72,67,71,69,65,75,74,69,83,68,87,88,71,87,91,68,50,38,國立成功大學,考試分發
66,68,81,73,62,84,74,75,85,84,83,86,90,84,79,94,94,94,56,54,國立陽明交通大學,個人申請
83,94,78,78,80,78,84,88,81,90,89,79,79,86,78,84,93,84,51,38,國立成功大學,考試分發
72,56,70,74,52,51,62,43,71,69,55,69,72,45,72,69,40,90,39,38,-,-
54,63,73,53,63,73,52,63,63,53,69,63,82,68,61,60,44,65,39,35,淡江大學,個人申請
70,59,80,69,61,67,61,65,86,65,53,79,65,53,75,71,50,73,40,28,國立屏東大學,個人申請
73,71,79,65,63,78,74,63,75,69,69,69,77,60,71,87,51,77,41,30,國立臺南大學,考試分發
61,68,76,66,71,68,65,66,62,64,75,57,75,62,61,64,52,72,41,36,國立暨南國際大學,個人申請
85,81,75,84,68,74,78,67,77,80,74,74,83,68,73,94,55,83,50,48,國立中興大學,個人申請
77,69,82,69,60,69,77,53,73,79,67,77,81,62,76,89,59,94,54,49,國立清華大學,個人申請
60,70,81,59,66,69,61,71,68,62,81,61,72,59,66,75,65,63,46,39,國立臺灣師範大學,個人申請
70,75,83,69,62,78,71,58,74,72,76,79,88,62,71,81,68,92,41,30,國立彰化師範大學,考試分發
91,72,58,79,66,61,75,71,63,79,75,47,70,65,59,57,64,66,47,44,國立成功大學,考試分發
66,70,84,64,65,83,69,64,71,65,77,71,90,72,71,75,66,87,49,46,國立中興大學,個人申請
82,81,93,83,67,89,86,69,81,81,82,78,88,75,81,82,66,92,51,38,國立成功大學,個人申請
63,63,85,63,67,85,60,68,74,72,73,75,75,60,76,52,67,94,43,42,國立陽明交通大學,考試分發
64,57,78,61,59,61,2,0,2,60,39,68,71,47,65,70,39,72,32,24,南臺科技大學,科大申請
51,60,67,44,49,56,37,48,54,33,43,49,65,57,63,62,50,80,29,19,義守大學,個人申請
74,70,71,70,57,71,80,64,75,82,68,70,83,74,78,89,47,97,48,47,-,-
60,67,73,66,57,64,51,48,59,59,59,59,78,64,62,66,56,82,41,42,逢甲大學,個人申請
66,77,73,60,72,68,61,63,67,63,61,66,71,71,59,89,57,67,45,42,國立中山大學,個人申請
59,55,82,60,51,76,65,39,71,72,54,74,101,56,72,82,60,74,37,43,-,-
67,55,76,64,51,75,45,62,63,60,58,63,0,52,1,1,63,32,37,27,-,-
65,61,73,60,66,67,65,61,68,60,72,72,72,67,69,66,62,84,44,40,國立成功大學,個人申請
56,61,71,66,64,60,55,52,73,58,64,69,71,65,72,60,64,76,33,31,國立宜蘭大學,考試分發
65,71,63,57,62,58,68,66,57,55,61,58,63,77,66,82,66,60,50,37,國立成功大學,考試分發
78,58,78,76,49,78,74,53,67,73,70,71,73,74,76,87,68,72,49,47,國立中興大學,考試分發
59,67,83,60,58,77,53,50,69,49,64,64,76,62,70,62,70,92,37,38,國立臺南大學,個人申請
76,60,84,78,65,81,67,63,78,69,69,75,77,76,76,89,68,90,44,42,東海大學,考試分發
80,72,88,79,66,84,82,58,75,77,74,72,72,61,75,92,68,67,49,46,國立高雄師範大學,考試分發
68,64,82,64,66,81,61,67,77,75,77,74,76,73,76,85,70,92,45,48,國立成功大學,考試分發
63,78,78,62,71,78,52,61,73,55,59,74,68,77,75,74,75,68,44,32,逢甲大學,考試分發
74,75,79,68,69,78,68,65,73,68,73,68,72,70,73,66,73,88,47,35,國立東華大學,考試分發
54,71,80,61,76,78,52,63,68,67,71,75,66,82,72,77,75,65,43,31,國立中興大學,考試分發
61,54,71,59,53,57,66,59,72,60,59,77,72,59,68,77,76,68,41,43,國立中正大學,考試分發
75,78,80,74,77,78,63,77,69,73,85,72,78,84,66,89,77,97,53,49,國立陽明交通大學,個人申請
79,76,80,82,77,72,75,78,73,77,75,75,2,82,60,84,75,69,46,46,國立成功大學,考試分發
79,62,76,73,51,70,63,70,73,65,71,74,80,68,75,80,71,83,43,43,國立高雄師範大學,考試分發
85,79,82,84,58,78,84,69,79,77,71,72,83,64,68,89,71,78,44,32,國立中山大學,個人申請
74,83,78,73,75,75,68,82,84,81,74,85,100,70,76,92,68,91,49,35,國立中央大學,個人申請
79,77,89,74,68,82,59,64,83,61,77,77,91,79,88,75,71,95,48,47,國立臺灣師範大學,個人申請
91,69,86,84,68,88,90,71,81,90,74,79,91,73,86,97,70,97,50,50,國立成功大學,個人申請
57,74,75,48,65,75,60,60,64,60,72,64,76,71,71,69,73,86,40,41,國立臺南大學,考試分發
66,70,75,65,63,73,58,64,71,65,66,69,79,71,74,79,74,76,50,37,國立成功大學,考試分發
81,84,85,78,77,72,76,75,78,68,78,76,60,68,76,86,73,91,49,36,國立中正大學,個人申請
81,81,74,81,73,65,76,78,63,73,73,54,84,71,73,93,74,71,51,50,國立成功大學,考試分發
75,76,67,74,75,66,63,82,69,71,87,69,76,84,73,63,74,80,49,36,國立成功大學,考試分發
61,84,75,64,78,67,59,70,70,63,72,69,77,72,64,64,77,78,42,43,元智大學,考試分發
61,77,67,62,67,62,53,69,69,60,66,68,94,72,66,70,83,64,46,34,國立中正大學,考試分發
70,75,82,63,73,73,69,80,82,67,82,77,82,75,71,86,82,90,54,53,國立成功大學,考試分發
72,74,88,75,76,82,76,80,80,75,75,83,86,80,84,88,84,81,52,52,國立臺灣大學,個人申請
75,83,87,75,73,81,73,75,74,73,82,68,101,89,76,91,87,91,52,39,國立陽明交通大學,個人申請
55,69,63,62,71,57,68,84,50,65,82,33,3,77,46,68,88,2,46,44,國立清華大學,考試分發
80,67,84,83,69,76,90,71,77,88,76,75,80,78,75,93,92,89,49,50,國立中正大學,考試分發
71,72,76,73,71,74,80,74,70,80,77,73,77,78,75,81,92,90,49,36,國立中正大學,考試分發
71,91,85,74,83,83,79,87,76,79,87,77,84,94,80,72,94,91,51,37,國立成功大學,考試分發
50,60,77,58,53,75,55,50,72,47,49,69,62,48,62,55,60,87,35,37,國立高雄科技大學,科大申請
55,37,72,50,34,62,47,47,66,46,58,63,83,54,69,N/A,N/A,N/A,33,32,-,-
58,43,74,54,49,60,48,39,53,53,45,55,72,44,69,81,31,83,29,32,國立嘉義大學,考試分發
72,58,83,66,58,78,61,66,75,56,59,75,80,54,76,86,41,87,38,29,國立臺南大學,個人申請
50,47,70,51,45,69,50,46,71,53,62,71,73,54,72,76,46,84,42,38,國立臺灣海洋大學,考試分發
51,81,79,62,63,73,54,65,72,56,76,68,80,63,75,73,48,83,43,41,中原大學,考試分發
69,76,70,64,67,54,51,41,64,39,44,57,71,58,60,77,49,85,45,32,國立成功大學,個人申請
73,70,79,70,70,78,73,54,62,70,56,59,78,53,60,90,51,86,35,27,東海大學,考試分發
70,68,77,67,58,70,75,63,71,72,62,69,78,62,74,82,54,90,49,37,國立中山大學,個人申請
64,58,68,67,55,65,64,54,55,65,58,61,68,57,64,87,58,79,43,34,逢甲大學,考試分發
81,63,78,78,60,66,75,50,68,72,67,63,82,58,72,86,58,93,53,51,國立中興大學,個人申請
31,28,37,33,28,31,35,27,32,37,33,45,75,39,51,26,58,82,19,23,-,-
70,69,86,68,73,82,77,64,74,78,73,76,80,75,81,71,78,96,50,47,國立成功大學,個人申請
84,87,87,84,81,82,81,73,75,79,90,73,91,82,77,87,77,94,52,37,國立陽明交通大學,個人申請
84,81,92,85,78,88,81,74,84,85,81,78,79,81,79,81,81,90,50,49,國立陽明交通大學,考試分發
65,81,75,69,87,73,67,79,72,75,80,76,77,86,78,80,81,87,50,47,國立成功大學,考試分發
86,92,83,81,83,77,84,83,81,86,89,77,84,89,77,90,85,96,53,49,國立臺灣大學,個人申請
87,77,88,86,73,80,83,70,75,85,76,78,81,84,82,99,84,94,56,52,國立清華大學,個人申請
82,83,76,78,74,71,80,84,80,84,84,75,78,87,74,91,93,87,54,39,-,-
86,89,87,94,94,84,90,98,81,90,93,72,72,97,84,88,96,91,53,39,國立臺灣大學,希望入學
74,64,80,64,57,71,68,62,77,65,66,70,75,47,68,65,41,58,45,47,國立成功大學,個人申請
67,73,78,64,60,62,80,66,79,77,64,74,71,51,65,91,48,77,47,33,國立高雄大學,個人申請
77,72,74,76,61,65,72,58,66,82,66,54,72,55,46,92,52,70,41,42,國立臺灣海洋大學,考試分發
77,66,81,81,61,72,80,65,74,78,70,66,64,68,58,88,52,67,43,30,國立臺灣海洋大學,考試分發
69,66,62,67,54,57,70,68,71,55,64,59,0,62,41,88,53,61,37,35,國立屏東大學,考試分發
67,60,69,64,59,61,63,59,64,67,66,64,79,57,55,87,54,85,45,44,-,-
88,68,74,81,61,63,87,63,69,81,68,68,70,60,53,91,56,62,48,35,-,-
74,74,93,71,74,88,57,71,79,49,69,82,76,64,74,60,62,86,45,45,國立臺灣師範大學,個人申請
74,81,80,78,71,77,70,73,72,60,79,64,67,52,67,74,63,84,39,40,-,-
61,80,73,62,66,65,58,63,71,61,73,61,94,69,66,74,67,88,44,32,國立成功大學,個人申請
87,76,82,82,72,76,76,58,79,80,72,83,93,63,71,90,67,92,53,53,國立臺灣大學,個人申請
54,63,69,43,54,53,31,59,48,33,65,48,80,59,50,61,70,92,39,31,國立臺南大學,考試分發
55,93,66,53,78,45,48,76,69,52,76,62,72,58,53,60,69,41,38,28,國立嘉義大學,考試分發
67,73,75,66,75,75,69,69,72,74,75,73,77,74,67,92,72,92,48,35,國立中央大學,個人申請
72,82,73,71,69,75,81,70,75,72,63,71,76,67,70,67,73,83,44,32,國立中山大學,考試分發
74,82,81,78,74,63,69,66,75,73,72,69,87,73,66,71,76,85,46,35,國立中央大學,考試分發
88,71,87,81,77,82,84,71,75,85,70,69,79,71,73,84,75,83,45,33,國立中興大學,考試分發
71,69,79,68,58,69,68,53,76,70,57,69,79,74,66,70,79,91,49,36,國立臺灣大學,考試分發
75,83,76,81,75,73,85,77,76,86,77,76,90,78,71,87,84,84,53,39,國立臺灣大學,個人申請
84,90,77,81,82,75,70,85,69,77,80,75,74,87,66,79,84,81,51,47,國立成功大學,考試分發
77,78,74,78,72,65,71,69,65,74,71,75,93,73,67,75,87,86,47,45,國立成功大學,考試分發
77,96,80,82,85,80,89,82,84,87,93,83,87,86,79,84,84,84,46,44,國立成功大學,考試分發
83,82,81,81,69,81,86,72,75,84,82,72,84,82,70,90,87,87,58,44,國立清華大學,個人申請
88,82,86,84,82,85,76,79,85,73,83,81,92,80,74,84,85,79,45,41,國立成功大學,個人申請
70,83,88,73,66,71,61,75,74,66,82,68,93,91,81,86,89,96,50,50,國立陽明交通大學,個人申請
92,91,88,83,84,86,90,78,82,91,90,77,86,83,74,90,89,87,55,54,國立陽明交通大學,考試分發
71,86,70,64,72,61,75,79,60,65,77,57,76,89,61,76,89,75,46,33,國立成功大學,考試分發
93,90,89,90,93,85,90,85,84,91,91,88,80,94,87,91,93,92,58,43,國立陽明交通大學,個人申請
52,72,76,49,55,73,53,40,70,49,47,64,79,52,59,71,62,85,29,27,中國文化大學,考試分發
44,71,68,41,62,65,37,39,75,38,41,65,69,38,72,70,33,83,36,37,國立屏東大學,考試分發
67,52,71,68,61,77,76,49,72,78,61,74,68,54,73,82,47,82,47,46,國立嘉義大學,考試分發
44,61,70,49,62,66,50,60,59,62,65,61,86,57,65,67,51,77,33,32,逢甲大學,考試分發
71,63,64,65,61,63,63,61,67,69,61,68,63,70,59,49,62,83,36,36,國立屏東大學,考試分發
71,59,80,71,57,72,75,58,66,76,61,64,88,61,63,86,67,82,34,34,國立高雄大學,考試分發
74,74,74,71,69,75,72,73,77,72,73,72,76,70,72,73,67,84,51,37,國立臺灣大學,個人申請
61,50,70,68,58,71,61,54,64,62,66,55,78,62,70,74,68,90,40,42,國立嘉義大學,考試分發
70,88,78,65,69,63,52,77,76,52,69,77,83,66,68,71,67,77,43,42,國立高雄師範大學,考試分發
75,65,61,72,49,54,65,65,74,69,63,65,79,62,67,79,68,82,49,43,國立臺灣師範大學,個人申請
80,77,81,71,65,76,62,68,78,63,64,69,100,65,75,85,69,90,49,46,國立中山大學,個人申請
86,65,80,77,69,68,80,53,71,78,61,68,86,67,76,90,67,87,49,48,國立臺灣科技大學,科大申請
87,80,83,82,63,82,84,64,74,82,68,81,82,68,71,80,70,84,49,38,國立成功大學,考試分發
75,62,87,78,75,82,75,73,74,75,75,72,80,71,68,76,72,87,44,32,國立陽明交通大學,個人申請
51,59,74,52,63,71,37,52,62,47,52,77,92,61,68,72,70,92,39,28,國立臺北教育大學,個人申請
80,79,82,82,75,61,84,72,77,82,79,73,85,68,71,80,70,86,49,47,國立中興大學,考試分發
63,73,70,66,65,59,66,56,62,64,67,52,68,65,59,82,72,85,47,35,國立中央大學,個人申請
74,66,78,61,59,67,55,46,59,51,49,51,62,61,60,72,58,14,36,37,國立東華大學,考試分發
60,70,67,61,71,53,74,64,60,0,0,0,1,2,0,72,59,0,50,37,國立臺灣大學,考試分發
53,59,70,55,58,67,52,50,70,48,53,70,78,69,64,74,61,44,45,43,國立臺灣海洋大學,考試分發
72,74,80,61,79,69,61,63,68,66,67,70,70,77,68,77,59,72,47,45,國立臺北大學,個人申請
85,59,66,81,50,56,80,64,64,79,64,60,98,70,45,86,62,47,43,37,國立中央大學,考試分發
71,65,75,67,65,67,64,60,73,61,61,65,100,65,77,79,62,36,38,37,國立嘉義大學,考試分發
55,51,71,61,56,71,66,61,61,68,66,59,61,66,44,75,65,28,40,28,國立臺南大學,考試分發
58,63,68,62,59,68,63,50,75,73,57,78,5,0,1,51,61,1,35,28,-,-
68,71,77,74,62,73,51,63,63,64,64,58,72,70,55,63,65,1,40,30,-,-
67,74,72,68,59,61,68,72,68,60,81,59,87,68,50,78,68,9,47,34,國立彰化師範大學,考試分發
62,65,79,61,61,68,66,62,76,69,64,74,95,71,70,71,70,68,39,41,國立中興大學,考試分發
61,79,75,63,69,69,57,66,76,64,66,76,90,76,75,75,71,73,48,45,國立中山大學,個人申請
62,75,78,68,74,73,71,59,67,77,60,72,80,76,65,80,73,61,46,33,國立中山大學,考試分發
74,66,79,74,68,72,66,68,77,68,61,69,69,74,60,73,72,20,39,29,長庚大學,考試分發
65,69,74,71,75,72,67,67,71,67,67,61,75,75,62,64,74,25,42,41,逢甲大學,考試分發
71,85,75,66,64,62,73,71,66,69,71,60,78,74,75,85,71,61,51,49,國立中央大學,個人申請
20,54,62,28,55,57,26,53,60,30,62,60,64,69,51,53,76,59,24,26,崑山科技大學,科大申請
57,67,69,67,61,61,84,69,62,86,74,59,64,72,57,84,75,49,43,31,國立中山大學,考試分發
73,72,78,80,71,73,71,65,72,71,74,77,67,76,69,83,77,44,52,38,國立中央大學,考試分發
83,76,79,82,71,76,69,70,72,72,82,75,89,73,69,80,73,84,51,47,國立中央大學,個人申請
84,60,79,79,61,70,73,69,75,69,75,76,79,85,69,79,77,80,48,45,國立高雄大學,考試分發
79,90,76,82,89,67,81,90,67,85,89,65,77,92,60,93,79,66,53,40,國立成功大學,考試分發
73,84,87,68,78,79,78,69,73,84,75,74,75,80,74,78,81,90,47,44,國立中山大學,考試分發
75,71,81,78,69,84,63,79,75,72,77,68,85,88,77,86,80,76,49,48,國立中山大學,個人申請
77,82,83,81,82,82,78,70,78,84,81,78,74,79,78,84,84,44,49,46,國立成功大學,考試分發
73,76,82,77,76,79,78,82,75,75,83,76,94,85,77,88,84,91,54,39,國立中央大學,個人申請
95,87,81,94,71,82,88,68,83,92,82,79,78,88,77,92,84,49,52,39,國立清華大學,考試分發
73,78,75,69,80,74,70,73,73,73,78,69,76,90,70,81,86,49,51,38,國立中山大學,考試分發
76,68,77,69,58,64,78,71,75,78,73,69,65,85,68,87,85,47,51,38,國立中山大學,考試分發
75,77,82,77,63,78,72,69,74,79,76,72,84,86,76,92,89,88,47,46,國立成功大學,考試分發
77,75,88,81,72,85,84,82,84,87,85,78,81,89,78,81,92,91,51,51,國立臺灣大學,考試分發
85,74,91,89,73,92,89,73,85,90,78,82,86,89,79,86,91,82,53,54,國立清華大學,個人申請
84,93,87,82,95,83,80,81,74,84,89,75,62,94,64,88,96,81,55,49,國立臺灣大學,特殊選才
58,55,77,59,66,77,43,43,64,29,40,67,1,0,58,69,28,39,35,36,-,-
56,60,69,55,58,51,62,49,70,61,53,63,79,55,68,74,48,84,41,30,國立聯合大學,考試分發
61,62,70,63,55,58,64,56,70,62,55,65,25,50,60,78,53,75,37,38,-,-
68,64,85,64,68,80,64,61,77,61,75,71,78,76,75,82,56,85,49,48,國立中山大學,個人申請
63,66,72,63,66,71,62,72,67,59,78,69,92,72,80,85,80,96,45,43,國立成功大學,考試分發
64,83,77,74,84,83,71,71,80,76,81,79,84,71,86,86,78,91,46,49,國立中正大學,考試分發
59,65,76,56,68,78,65,68,79,65,74,76,79,77,77,86,79,93,42,44,國立中央大學,考試分發
61,78,74,68,75,74,65,66,79,74,71,77,83,74,82,92,81,95,50,50,國立成功大學,考試分發
83,92,86,88,85,85,95,90,80,92,88,83,96,88,83,97,87,95,57,54,國立清華大學,個人申請
92,84,91,89,84,82,95,86,82,92,82,84,91,90,87,97,87,93,55,55,國立成功大學,考試分發
79,86,86,81,93,90,84,78,85,87,86,84,86,92,85,98,92,94,53,52,高雄醫學大學,考試分發
94,84,92,97,83,91,94,88,92,90,90,86,86,92,96,96,97,93,57,56,國立臺灣大學,考試分發
76,48,78,72,40,66,69,51,75,76,55,78,86,46,77,1,0,0,41,44,-,-
76,65,80,64,49,62,58,42,74,53,61,60,70,41,71,2,32,75,34,27,-,-
55,47,62,53,53,46,44,37,66,50,49,63,66,45,58,73,38,74,33,24,國立中山大學,個人申請
55,49,72,54,52,69,46,35,62,45,41,56,76,33,57,64,39,70,32,31,-,-
73,62,75,72,52,82,62,58,70,58,60,71,75,46,75,68,40,70,38,40,國立中興大學,考試分發
72,61,84,81,64,76,74,61,80,69,61,77,95,59,70,81,41,74,44,42,東海大學,考試分發
53,55,66,54,56,63,62,65,71,57,66,74,58,46,66,59,43,76,36,27,-,-
72,56,70,65,60,70,68,46,61,64,61,56,87,43,74,91,44,87,40,37,國立嘉義大學,考試分發
61,58,64,63,49,60,61,51,70,67,57,74,77,59,68,65,48,81,46,42,高雄醫學大學,個人申請
65,61,72,72,59,73,67,62,75,62,63,72,80,44,66,78,48,79,43,42,-,-
58,60,56,56,52,53,59,63,59,69,70,63,67,58,70,1,50,76,46,43,高雄醫學大學,考試分發
87,68,84,83,60,80,83,54,76,80,65,69,69,58,69,87,51,80,44,33,國立高雄大學,考試分發
45,68,75,48,64,74,30,56,72,30,63,73,71,61,74,62,58,78,43,41,國立嘉義大學,考試分發
60,72,72,60,75,59,53,63,59,52,73,62,79,62,65,67,61,89,43,32,國立臺灣海洋大學,考試分發
67,59,75,69,55,74,71,59,76,66,75,75,62,58,72,85,62,89,45,34,中原大學,考試分發
75,85,80,69,78,77,71,68,79,72,71,76,81,71,79,79,59,80,51,48,-,-
75,71,85,70,83,78,72,65,70,71,69,64,78,59,72,75,58,70,40,41,高雄醫學大學,考試分發
33,44,59,42,44,55,41,36,50,39,42,43,67,28,50,58,31,86,25,28,國立聯合大學,科大申請
51,60,73,58,61,72,52,55,69,60,58,69,79,39,72,75,40,89,34,24,空軍官校,軍校招生 
89,70,82,88,65,82,82,60,80,84,62,75,68,46,79,95,47,95,47,48,國立臺北大學,個人申請
70,61,82,69,62,66,62,59,69,72,68,67,86,52,71,91,59,90,45,45,國立成功大學,個人申請
55,61,54,57,42,59,57,41,75,50,52,79,77,58,66,68,58,84,38,39,中山醫學大學,考試分發
56,54,65,56,62,61,68,56,68,61,69,61,82,58,76,84,62,88,31,32,-,-
60,65,67,70,69,62,67,69,62,66,74,60,87,72,71,90,59,90,47,44,國立中央大學,個人申請
64,66,65,60,54,51,62,54,59,60,61,54,76,64,70,83,61,92,39,38,國立嘉義大學,考試分發
67,62,75,70,61,71,60,70,75,56,74,67,77,51,73,78,59,93,39,35,東海大學,考試分發
71,75,86,69,65,81,65,68,74,66,71,71,79,52,82,84,59,96,46,47,臺北醫學大學,考試分發
70,60,80,70,63,75,63,54,80,71,59,77,83,63,82,93,59,96,50,45,國立陽明交通大學,個人申請
71,81,76,76,78,69,81,72,72,78,74,72,87,73,78,94,61,92,51,51,中山醫學大學,考試分發
75,63,77,69,65,71,61,60,68,72,63,74,88,61,81,84,60,96,45,44,國立成功大學,考試分發
81,78,87,73,74,87,87,68,89,85,72,84,91,58,86,92,59,96,45,46,國立清華大學,考試分發
88,71,89,83,65,84,83,77,83,87,80,81,88,71,83,95,61,96,41,43,國立中興大學,繁星推薦
63,60,67,66,58,68,73,74,64,65,78,68,71,63,72,94,63,93,49,46,國立陽明交通大學,個人申請
60,81,74,68,72,67,66,75,70,65,78,72,68,72,77,77,63,93,50,37,國立清華大學,考試分發
86,88,75,79,89,65,74,74,79,0,1,0,72,79,73,87,67,96,55,40,中國醫藥大學,個人申請
69,67,80,68,62,67,68,74,82,65,69,71,99,74,79,91,65,94,50,38,國立中山大學,考試分發
75,75,78,68,66,75,71,75,79,74,77,78,77,73,76,90,68,93,49,48,國立政治大學,考試分發
71,83,85,70,67,74,73,81,77,73,73,69,83,72,86,93,70,91,48,47,國立成功大學,考試分發
85,63,83,83,73,73,80,69,72,80,69,74,74,69,78,90,69,95,47,43,國立成功大學,考試分發
89,76,83,86,77,81,93,81,75,93,85,69,87,76,84,96,72,93,56,54,中國醫藥大學,個人申請
78,72,85,76,70,83,82,72,82,84,79,83,79,73,88,92,71,95,53,54,國立成功大學,考試分發
66,71,80,74,73,76,66,74,76,63,79,74,79,67,76,77,71,95,42,42,國立聯合大學,考試分發
78,86,76,69,72,64,71,77,73,73,79,66,87,77,81,90,75,95,50,48,國立中央大學,考試分發
68,81,75,72,75,71,77,79,80,86,82,78,87,82,77,96,76,95,57,56,高雄醫學大學,個人申請
76,74,82,74,63,81,70,68,81,76,66,78,83,72,83,89,78,97,45,44,國立陽明交通大學,考試分發
79,85,86,86,84,87,82,77,82,82,82,77,91,79,82,91,80,96,49,47,國立成功大學,考試分發
56,69,65,58,79,61,60,64,72,64,62,73,79,68,68,76,56,50,48,48,長庚大學,個人申請
67,50,68,69,46,62,80,56,64,71,61,59,73,73,67,79,57,65,40,30,國立中正大學,考試分發
93,99,79,93,99,75,93,93,80,94,99,83,39,97,80,97,99,44,59,44,國立臺灣大學,考試分發
86,71,56,87,58,59,87,68,70,85,66,71,68,58,52,99,62,64,51,38,-,-
55,70,79,49,64,68,51,61,71,52,62,67,75,51,67,63,64,77,40,39,國立臺南大學,個人申請
68,61,69,71,61,71,68,60,67,69,68,68,70,71,65,87,67,0,47,34,國立高雄師範大學,考試分發
